ProductKey,Order ID,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,Sales
368,SO46897,20220124,20220205,20220131,21179,2443.35
369,SO46898,20220124,20220205,20220131,21205,2443.35
381,SO46899,20220125,20220206,20220201,13999,1000.4375
375,SO46900,20220125,20220206,20220201,21194,2181.5625
375,SO46901,20220125,20220206,20220201,21203,2181.5625
375,SO46902,20220125,20220206,20220201,21000,2181.5625
354,SO46903,20220125,20220206,20220201,12353,2071.4196
387,SO46904,20220126,20220207,20220202,17080,1000.4375
375,SO46905,20220126,20220207,20220202,16053,2181.5625
368,SO46906,20220126,20220207,20220202,12950,2443.35
368,SO46907,20220126,20220207,20220202,13087,2443.35
370,SO46908,20220126,20220207,20220202,21189,2443.35
379,SO46909,20220126,20220207,20220202,20998,2181.5625
331,SO46910,20220127,20220208,20220203,20710,782.99
377,SO46911,20220127,20220208,20220203,24832,2181.5625
377,SO46912,20220127,20220208,20220203,13177,2181.5625
375,SO46913,20220127,20220208,20220203,13212,2181.5625
356,SO46914,20220127,20220208,20220203,26245,2071.4196
362,SO46915,20220127,20220208,20220203,26276,2049.0982
329,SO46916,20220127,20220208,20220203,15196,782.99
371,SO46917,20220127,20220208,20220203,21202,2181.5625
343,SO46918,20220127,20220208,20220203,26022,782.99
362,SO46919,20220127,20220208,20220203,11481,2049.0982
362,SO46920,20220128,20220209,20220204,11609,2049.0982
371,SO46921,20220128,20220209,20220204,15454,2181.5625
368,SO46922,20220128,20220209,20220204,13088,2443.35
369,SO46923,20220128,20220209,20220204,13176,2443.35
375,SO46924,20220128,20220209,20220204,13203,2181.5625
373,SO46925,20220128,20220209,20220204,21165,2181.5625
377,SO46926,20220128,20220209,20220204,21169,2181.5625
362,SO46927,20220128,20220209,20220204,12348,2049.0982
356,SO46928,20220128,20220209,20220204,12358,2071.4196
370,SO47068,20220129,20220210,20220205,13246,2443.35
383,SO47069,20220129,20220210,20220205,14017,1000.4375
387,SO47070,20220129,20220210,20220205,14025,1000.4375
369,SO47071,20220129,20220210,20220205,15667,2443.35
341,SO47072,20220129,20220210,20220205,20062,782.99
369,SO47073,20220129,20220210,20220205,25287,2443.35
362,SO47074,20220129,20220210,20220205,26293,2049.0982
360,SO47075,20220129,20220210,20220205,12685,2049.0982
362,SO47076,20220129,20220210,20220205,12588,2049.0982
369,SO47077,20220130,20220211,20220206,16329,2443.35
375,SO47078,20220130,20220211,20220206,13248,2181.5625
375,SO47079,20220130,20220211,20220206,13359,2181.5625
360,SO47080,20220130,20220211,20220206,26302,2049.0982
341,SO47081,20220130,20220211,20220206,15203,782.99
323,SO47082,20220130,20220211,20220206,15254,782.99
329,SO47083,20220130,20220211,20220206,15288,782.99
370,SO47084,20220130,20220211,20220206,21561,2443.35
379,SO47085,20220131,20220212,20220207,16311,2181.5625
373,SO47086,20220131,20220212,20220207,13378,2181.5625
377,SO47087,20220131,20220212,20220207,13383,2181.5625
369,SO47088,20220131,20220212,20220207,13274,2443.35
341,SO47089,20220131,20220212,20220207,15284,782.99
377,SO47090,20220131,20220212,20220207,21394,2181.5625
354,SO47091,20220201,20220213,20220208,28532,2071.4196
369,SO47092,20220201,20220213,20220208,28802,2443.35
369,SO47093,20220201,20220213,20220208,13380,2443.35
377,SO47094,20220201,20220213,20220208,15664,2181.5625
370,SO47095,20220201,20220213,20220208,25095,2443.35
354,SO47096,20220201,20220213,20220208,26283,2071.4196
370,SO47097,20220201,20220213,20220208,21257,2443.35
360,SO47098,20220201,20220213,20220208,12667,2049.0982
325,SO47099,20220201,20220213,20220208,26134,782.99
360,SO47100,20220202,20220214,20220209,11612,2049.0982
371,SO47101,20220202,20220214,20220209,16260,2181.5625
370,SO47102,20220202,20220214,20220209,13424,2443.35
368,SO47103,20220202,20220214,20220209,13369,2443.35
379,SO47104,20220202,20220214,20220209,13279,2181.5625
371,SO47105,20220202,20220214,20220209,13319,2181.5625
369,SO47106,20220202,20220214,20220209,25361,2443.35
352,SO47107,20220203,20220215,20220210,11616,2071.4196
369,SO47108,20220203,20220215,20220210,13839,2443.35
375,SO47109,20220203,20220215,20220210,28819,2181.5625
370,SO47110,20220203,20220215,20220210,28850,2443.35
369,SO47111,20220203,20220215,20220210,25100,2443.35
356,SO47112,20220203,20220215,20220210,20318,2071.4196
343,SO47113,20220203,20220215,20220210,15255,782.99
373,SO47114,20220203,20220215,20220210,21387,2181.5625
370,SO47115,20220203,20220215,20220210,21393,2443.35
387,SO47116,20220203,20220215,20220210,24611,1000.4375
354,SO47117,20220203,20220215,20220210,12586,2071.4196
362,SO47118,20220203,20220215,20220210,28541,2049.0982
368,SO47119,20220204,20220216,20220211,16275,2443.35
381,SO47120,20220204,20220216,20220211,14006,1000.4375
375,SO47121,20220204,20220216,20220211,28832,2181.5625
371,SO47122,20220204,20220216,20220211,13362,2181.5625
371,SO47123,20220204,20220216,20220211,25408,2181.5625
371,SO47124,20220204,20220216,20220211,13384,2181.5625
375,SO47125,20220204,20220216,20220211,13325,2181.5625
371,SO47126,20220204,20220216,20220211,13326,2181.5625
371,SO47127,20220204,20220216,20220211,21258,2181.5625
368,SO47128,20220204,20220216,20220211,21556,2443.35
352,SO47129,20220204,20220216,20220211,12677,2071.4196
375,SO47130,20220205,20220217,20220212,16406,2181.5625
371,SO47131,20220205,20220217,20220212,13243,2181.5625
375,SO47132,20220205,20220217,20220212,13283,2181.5625
379,SO47133,20220205,20220217,20220212,13357,2181.5625
354,SO47134,20220205,20220217,20220212,26296,2071.4196
343,SO47135,20220205,20220217,20220212,27027,782.99
379,SO47136,20220205,20220217,20220212,21389,2181.5625
371,SO47137,20220205,20220217,20220212,13348,2181.5625
379,SO47138,20220206,20220218,20220213,16308,2181.5625
375,SO47139,20220206,20220218,20220213,13238,2181.5625
356,SO47140,20220206,20220218,20220213,26290,2071.4196
371,SO47141,20220206,20220218,20220213,21225,2181.5625
369,SO47142,20220206,20220218,20220213,21230,2443.35
362,SO47143,20220206,20220218,20220213,12684,2049.0982
343,SO47144,20220206,20220218,20220213,26033,782.99
339,SO47145,20220206,20220218,20220213,26131,782.99
389,SO47146,20220207,20220219,20220214,18133,1000.4375
375,SO47147,20220207,20220219,20220214,13324,2181.5625
377,SO47148,20220207,20220219,20220214,21259,2181.5625
360,SO47149,20220207,20220219,20220214,12669,2049.0982
370,SO47150,20220208,20220220,20220215,15625,2443.35
370,SO47151,20220208,20220220,20220215,25363,2443.35
360,SO47152,20220208,20220220,20220215,28547,2049.0982
321,SO47153,20220208,20220220,20220215,26024,782.99
335,SO47154,20220208,20220220,20220215,26133,782.99
370,SO47155,20220209,20220221,20220216,13801,2443.35
373,SO47156,20220209,20220221,20220216,28837,2181.5625
369,SO47157,20220209,20220221,20220216,25864,2443.35
360,SO47158,20220209,20220221,20220216,26280,2049.0982
362,SO47159,20220209,20220221,20220216,26300,2049.0982
369,SO47160,20220209,20220221,20220216,21403,2443.35
375,SO47161,20220209,20220221,20220216,21408,2181.5625
371,SO47162,20220209,20220221,20220216,21418,2181.5625
362,SO47163,20220209,20220221,20220216,12671,2049.0982
360,SO47164,20220210,20220222,20220217,12123,2049.0982
370,SO47165,20220210,20220222,20220217,15649,2443.35
368,SO47166,20220210,20220222,20220217,15656,2443.35
375,SO47167,20220210,20220222,20220217,13419,2181.5625
377,SO47168,20220210,20220222,20220217,13286,2181.5625
352,SO47169,20220210,20220222,20220217,26281,2071.4196
377,SO47170,20220210,20220222,20220217,21228,2181.5625
373,SO47171,20220210,20220222,20220217,21552,2181.5625
352,SO47172,20220210,20220222,20220217,12668,2071.4196
356,SO47173,20220210,20220222,20220217,12675,2071.4196
354,SO47174,20220210,20220222,20220217,12584,2071.4196
368,SO47175,20220210,20220222,20220217,13812,2443.35
358,SO47176,20220211,20220223,20220218,11492,2049.0982
381,SO47177,20220211,20220223,20220218,14022,1000.4375
383,SO47178,20220211,20220223,20220218,14026,1000.4375
377,SO47179,20220211,20220223,20220218,28848,2181.5625
370,SO47180,20220211,20220223,20220218,13287,2443.35
368,SO47181,20220211,20220223,20220218,13329,2443.35
354,SO47182,20220211,20220223,20220218,26298,2071.4196
335,SO47183,20220211,20220223,20220218,15200,782.99
379,SO47184,20220211,20220223,20220218,21380,2181.5625
356,SO47185,20220211,20220223,20220218,12133,2071.4196
371,SO47186,20220212,20220224,20220219,13806,2181.5625
385,SO47187,20220212,20220224,20220219,18134,1000.4375
389,SO47188,20220212,20220224,20220219,19253,1000.4375
373,SO47189,20220212,20220224,20220219,28818,2181.5625
369,SO47190,20220212,20220224,20220219,25892,2443.35
379,SO47191,20220212,20220224,20220219,13382,2181.5625
371,SO47192,20220212,20220224,20220219,16328,2181.5625
329,SO47193,20220212,20220224,20220219,20162,782.99
377,SO47194,20220212,20220224,20220219,13269,2181.5625
371,SO47195,20220212,20220224,20220219,13355,2181.5625
362,SO47196,20220212,20220224,20220219,26286,2049.0982
377,SO47197,20220212,20220224,20220219,21218,2181.5625
370,SO47198,20220213,20220225,20220220,14169,2443.35
323,SO47199,20220213,20220225,20220220,20051,782.99
373,SO47200,20220213,20220225,20220220,13247,2181.5625
356,SO47201,20220213,20220225,20220220,26277,2071.4196
356,SO47202,20220213,20220225,20220220,26285,2071.4196
370,SO47203,20220214,20220226,20220221,25883,2443.35
377,SO47204,20220214,20220226,20220221,25371,2181.5625
352,SO47205,20220214,20220226,20220221,26301,2071.4196
333,SO47206,20220214,20220226,20220221,15256,782.99
337,SO47207,20220214,20220226,20220221,27043,782.99
369,SO47208,20220214,20220226,20220221,21359,2443.35
370,SO47209,20220214,20220226,20220221,21379,2443.35
389,SO47210,20220214,20220226,20220221,24609,1000.4375
362,SO47211,20220214,20220226,20220221,12578,2049.0982
360,SO47212,20220214,20220226,20220221,12580,2049.0982
377,SO47213,20220215,20220227,20220222,16287,2181.5625
389,SO47214,20220215,20220227,20220222,19195,1000.4375
368,SO47215,20220215,20220227,20220222,28836,2443.35
360,SO47216,20220215,20220227,20220222,26299,2049.0982
375,SO47217,20220215,20220227,20220222,21222,2181.5625
369,SO47218,20220215,20220227,20220222,21361,2443.35
362,SO47219,20220215,20220227,20220222,12577,2049.0982
358,SO47220,20220215,20220227,20220222,12579,2049.0982
370,SO47221,20220216,20220228,20220223,13823,2443.35
381,SO47222,20220216,20220228,20220223,26316,1000.4375
370,SO47223,20220216,20220228,20220223,25875,2443.35
369,SO47224,20220216,20220228,20220223,15659,2443.35
375,SO47225,20220216,20220228,20220223,13277,2181.5625
368,SO47226,20220216,20220228,20220223,13314,2443.35
375,SO47227,20220216,20220228,20220223,25288,2181.5625
375,SO47228,20220216,20220228,20220223,13237,2181.5625
358,SO47229,20220216,20220228,20220223,26295,2049.0982
371,SO47230,20220216,20220228,20220223,21256,2181.5625
362,SO47231,20220216,20220228,20220223,11564,2049.0982
373,SO47232,20220217,20220228,20220224,15627,2181.5625
379,SO47233,20220217,20220228,20220224,16250,2181.5625
389,SO47234,20220217,20220228,20220224,19260,1000.4375
375,SO47235,20220217,20220228,20220224,16317,2181.5625
385,SO47236,20220217,20220228,20220224,14023,1000.4375
368,SO47237,20220217,20220228,20220224,28834,2443.35
370,SO47238,20220217,20220228,20220224,16405,2443.35
371,SO47239,20220217,20220228,20220224,21384,2181.5625
381,SO47240,20220217,20220228,20220224,24612,1000.4375
368,SO47241,20220217,20220228,20220224,21559,2443.35
362,SO47242,20220217,20220228,20220224,28540,2049.0982
339,SO47243,20220217,20220228,20220224,20712,782.99
385,SO47244,20220218,20220301,20220225,19193,1000.4375
375,SO47245,20220218,20220301,20220225,16420,2181.5625
343,SO47246,20220218,20220301,20220225,20713,782.99
371,SO47247,20220218,20220301,20220225,13292,2181.5625
375,SO47248,20220218,20220301,20220225,13340,2181.5625
377,SO47249,20220218,20220301,20220225,13346,2181.5625
379,SO47250,20220218,20220301,20220225,21217,2181.5625
377,SO47251,20220218,20220301,20220225,21226,2181.5625
352,SO47252,20220218,20220301,20220225,12676,2071.4196
356,SO47253,20220218,20220301,20220225,12683,2071.4196
333,SO47254,20220219,20220302,20220226,15276,782.99
358,SO47255,20220219,20220302,20220226,11561,2049.0982
373,SO47256,20220219,20220302,20220226,16417,2181.5625
368,SO47257,20220219,20220302,20220226,14141,2443.35
377,SO47258,20220219,20220302,20220226,13298,2181.5625
375,SO47259,20220219,20220302,20220226,13351,2181.5625
375,SO47260,20220219,20220302,20220226,13233,2181.5625
362,SO47261,20220219,20220302,20220226,26305,2049.0982
379,SO47262,20220219,20220302,20220226,21560,2181.5625
358,SO47263,20220219,20220302,20220226,12589,2049.0982
368,SO47264,20220220,20220303,20220227,16410,2443.35
375,SO47265,20220220,20220303,20220227,13250,2181.5625
377,SO47266,20220220,20220303,20220227,21555,2181.5625
352,SO47267,20220220,20220303,20220227,12674,2071.4196
375,SO47268,20220220,20220303,20220227,21402,2181.5625
362,SO47269,20220221,20220304,20220228,28512,2049.0982
360,SO47270,20220221,20220304,20220228,28519,2049.0982
381,SO47271,20220221,20220304,20220228,18140,1000.4375
371,SO47272,20220221,20220304,20220228,29013,2181.5625
368,SO47273,20220221,20220304,20220228,13420,2443.35
370,SO47274,20220221,20220304,20220228,16407,2443.35
339,SO47275,20220221,20220304,20220228,19076,782.99
343,SO47276,20220221,20220304,20220228,15289,782.99
371,SO47277,20220221,20220304,20220228,21219,2181.5625
379,SO47278,20220221,20220304,20220228,21404,2181.5625
362,SO47279,20220221,20220304,20220228,12680,2049.0982
352,SO47280,20220222,20220305,20220228,11615,2071.4196
389,SO47281,20220222,20220305,20220228,17099,1000.4375
381,SO47282,20220222,20220305,20220228,19258,1000.4375
373,SO47283,20220222,20220305,20220228,15655,2181.5625
368,SO47284,20220222,20220305,20220228,13402,2443.35
373,SO47285,20220222,20220305,20220228,29135,2181.5625
329,SO47286,20220222,20220305,20220228,19944,782.99
375,SO47287,20220222,20220305,20220228,13280,2181.5625
373,SO47288,20220222,20220305,20220228,13353,2181.5625
360,SO47289,20220222,20220305,20220228,26297,2049.0982
368,SO47290,20220222,20220305,20220228,21558,2443.35
371,SO47291,20220223,20220306,20220301,16318,2181.5625
379,SO47292,20220223,20220306,20220301,13811,2181.5625
385,SO47293,20220223,20220306,20220301,19192,1000.4375
383,SO47294,20220223,20220306,20220301,18139,1000.4375
387,SO47295,20220223,20220306,20220301,14005,1000.4375
385,SO47296,20220223,20220306,20220301,14024,1000.4375
377,SO47297,20220223,20220306,20220301,13385,2181.5625
371,SO47298,20220223,20220306,20220301,13403,2181.5625
369,SO47299,20220223,20220306,20220301,13425,2443.35
337,SO47300,20220223,20220306,20220301,20717,782.99
358,SO47301,20220223,20220306,20220301,26292,2049.0982
360,SO47302,20220223,20220306,20220301,12670,2049.0982
323,SO47303,20220223,20220306,20220301,26029,782.99
379,SO47304,20220224,20220307,20220302,16272,2181.5625
369,SO47305,20220224,20220307,20220302,25393,2443.35
369,SO47306,20220224,20220307,20220302,28798,2443.35
335,SO47307,20220224,20220307,20220302,20711,782.99
327,SO47308,20220224,20220307,20220302,20718,782.99
377,SO47309,20220224,20220307,20220302,13316,2181.5625
354,SO47310,20220224,20220307,20220302,26303,2071.4196
333,SO47311,20220224,20220307,20220302,15252,782.99
333,SO47312,20220224,20220307,20220302,15280,782.99
373,SO47313,20220224,20220307,20220302,21231,2181.5625
362,SO47314,20220224,20220307,20220302,12673,2049.0982
379,SO47315,20220225,20220308,20220303,13840,2181.5625
369,SO47316,20220225,20220308,20220303,13361,2443.35
379,SO47317,20220225,20220308,20220303,14154,2181.5625
375,SO47318,20220225,20220308,20220303,13273,2181.5625
370,SO47319,20220225,20220308,20220303,13299,2443.35
377,SO47320,20220225,20220308,20220303,13315,2181.5625
373,SO47321,20220225,20220308,20220303,13354,2181.5625
343,SO47322,20220225,20220308,20220303,15287,782.99
362,SO47323,20220226,20220309,20220304,28529,2049.0982
377,SO47324,20220226,20220309,20220304,13400,2181.5625
373,SO47325,20220226,20220309,20220304,13278,2181.5625
379,SO47326,20220226,20220309,20220304,13288,2181.5625
377,SO47327,20220226,20220309,20220304,13304,2181.5625
360,SO47328,20220226,20220309,20220304,12681,2049.0982
379,SO47329,20220227,20220310,20220305,13367,2181.5625
369,SO47330,20220227,20220310,20220305,16324,2443.35
333,SO47331,20220227,20220310,20220305,20807,782.99
356,SO47332,20220227,20220310,20220305,20350,2071.4196
368,SO47333,20220227,20220310,20220305,21229,2443.35
369,SO47334,20220227,20220310,20220305,21557,2443.35
356,SO47335,20220227,20220310,20220305,12581,2071.4196
339,SO47336,20220227,20220310,20220305,26027,782.99
354,SO47337,20220228,20220311,20220306,28520,2071.4196
373,SO47338,20220228,20220311,20220306,16277,2181.5625
371,SO47339,20220228,20220311,20220306,15626,2181.5625
369,SO47340,20220228,20220311,20220306,13401,2443.35
368,SO47341,20220228,20220311,20220306,25104,2443.35
360,SO47342,20220228,20220311,20220306,26304,2049.0982
379,SO47343,20220228,20220311,20220306,21553,2181.5625
